index	chinese_rank	frequency	word	traditional	pinyin	matched	meaning
260	617	90.41	检查	檢查	jiǎnchá	kiểm tra	kiểm tra/kiểm soát/khám/tra cứu/tìm/tra xét/điều tra/kiểm thảo/kiểm điểm
261	620	90.31	工程	工程	gōngchéng	công trình	công trình
262	621	90.21	负责	負責	fùzé	phụ trách	phụ trách/chịu trách nhiệm/có trách nhiệm
263	622	90.13	证明	證明	zhèngmíng	chứng minh	chứng minh/chứng nhận/chứng tỏ/giấy chứng nhận/chứng minh thư
264	623	90.04	节目	節目	jiémù	tiết mục	tiết mục/chương trình
265	624	90.02	姑娘	姑孃	gūniáng	cô nương	cô nương/cô nàng
266	626	89.73	行动	行動	xíngdòng	hành động	hành động/đi lại/đi đi lại lại/hành vi/cử động
267	630	89.13	程度	程度	chéngdù	trình độ	trình độ/mức độ/loại/cấp/mức/nỗi/đỗi
268	631	89.09	收入	收入	shōurù	thu nhập	thu vào/thu nhập/thu
269	635	88.62	痛苦	痛苦	tòngkǔ	thống khổ	thống khổ/đau khổ/đau đớn
270	636	88.55	感受	感受	gǎnshòu	cảm thụ	cảm thụ/bị/tiếp thu/nhận/cảm nhận/thể hội
271	637	88.54	价值	價值	jiàzhí	giá trị	giá trị/giá trị tích cực/giá trị cao/tốt
272	638	88.51	哥哥	哥哥	gēgē	ca ca	ca ca/anh/anh trai/anh họ
273	639	88.42	态度	態度	tàidù	thái độ	thái độ
274	640	88.28	时期	時期	shíqī	thời kỳ	thời kì/thời kỳ
275	641	88.15	银行	銀行	yínxíng	ngân hàng	ngân hàng
276	642	88.12	农民	農民	nóngmín	nông dân	nông dân
277	643	87.85	女生	女生	nv̌shēng	nữ sinh	nữ sinh/học sinh nữ
278	645	87.56	举行	舉行	jǔxíng	cử hành	cử hành/tiến hành/tổ chức
279	646	87.53	位置	位置	wèizhì	vị trí	vị trí/chỗ/địa vị
280	647	87.52	相当	相當	xiāngdāng	tương đương	tương đương/ngang nhau/thích hợp/tương xứng/tương đối/khá
281	649	87.42	紧张	緊張	jǐnzhāng	khẩn trương	khẩn trương/hồi hộp/căng thẳng/eo hẹp/túng thiếu
282	650	87.3	有限	有限	yǒuxiàn	hữu hạn	hữu hạn/có hạn/không nhiều/không cao
283	651	87.17	大法	大法	dàfǎ	đại pháp	đại pháp/hiến pháp/pháp luật/phép tắc/pháp lệnh
284	652	87.12	电子	電子	diànzǐ	điện tử	điện tử
285	653	87.09	交通	交通	jiāotōng	giao thông	giao thông/thông nhau/giao thông và bưu điện/thông tin liên lạc/liên lạc viên/kết giao/cấu kết/thông đồng
286	655	86.83	文件	文件	wénjiàn	văn kiện	văn kiện/tài liệu
287	657	86.49	普通	普通	pǔtōng	phổ thông	bình thường/phổ thông/nói chung/thông thường
288	660	86.14	形式	形式	xíngshì	hình thức	hình thức
289	662	85.91	空间	空間	kōngjiān	không gian	không gian
290	665	85.7	运动	運動	yùndòng	vận động	vận động/chuyển động/hoạt động thể thao/cuộc vận động/phong trào/chạy chọt/chạy vạy
291	675	84.09	广场	廣場	guǎngcháng	quảng trường	quảng trường/sân rộng
292	676	84.07	效果	效果	xiàoguǒ	hiệu quả	hiệu quả
293	677	83.44	质量	質量	zhíliàng	chất lượng	chất lượng/khối lượng/chất
294	679	83.19	材料	材料	cáiliào	tài liệu	tài liệu/vật liệu/tư liệu/tư liệu tham khảo/vốn quý/nhân tài
295	680	83.04	唯一	唯一	wéiyī	duy nhất	duy nhất
296	686	82.36	现场	現場	xiàncháng	hiện trường	hiện trường/nơi trực tiếp sản xuất, làm việc, thực nghiệm
297	687	82.31	战争	戰爭	zhànzhēng	chiến tranh	chiến tranh
298	688	82.27	中间	中間	zhōngjiān	trung gian	trung gian/giữa/ở giữa/bên trong/trung tâm/chính giữa
299	689	81.93	正式	正式	zhèngshì	chính thức	chính thức
300	691	81.8	经营	經營	jīngyíng	kinh doanh	kinh doanh/tổ chức/làm/tiến hành
301	692	81.78	保证	保證	bǎozhèng	bảo chứng	cam đoan/bảo chứng/bảo đảm/bảo lãnh/bảo hành/vật bảo đảm/sự bảo đảm/vật làm tin/vật thế chấp
302	693	81.69	表达	表達	biǎodá	biểu đạt	biểu đạt/bày tỏ/giãi bày/nói lên
303	694	81.67	现象	現象	xiànxiàng	hiện tượng	hiện tượng
304	695	81.66	妹妹	妹妹	mèimèi	muội muội	muội muội/em gái/em gái họ/biểu muội
305	699	81.46	大量	大量	dàliàng	đại lượng	đại lượng/nhiều/lớn/hàng loạt/độ lượng/rộng lượng
306	708	80.94	同意	同意	tóngyì	đồng ý	đồng ý/bằng lòng/tán thành
307	710	80.81	理论	理論	lǐlùn	lý luận	lý luận/lý thuyết/tranh luận phải trái/tranh luận
308	711	80.78	杂志	雜誌	zázhì	tạp chí	tạp chí/tập san/ghi chép vặt vãnh/ghi chép vụn vặt
309	714	80.33	共同	共同	gòngtóng	cộng đồng	cộng đồng/chung/cùng
310	715	80.12	广州	廣州	guǎngzhōu	quảng châu	Quảng Châu
311	717	79.72	工人	工人	gōngrén	công nhân	công nhân/thợ/thợ thuyền
312	725	78.58	享受	享受	xiǎngshòu	hưởng thụ	hưởng thụ
313	728	78.42	主题	主題	zhǔtí	chủ đề	chủ đề/nội dung chính/nội dung chủ yếu
314	730	78.27	太阳	太陽	tàiyáng	thái dương	thái dương/mặt trời/vầng thái dương/ánh sáng mặt trời/ánh nắng/màng tang/huyệt thái dương
315	731	77.95	飞机	飛機	fēijī	phi cơ	phi cơ/máy bay/trực thăng
316	733	77.58	印象	印象	yìnxiàng	ấn tượng	ấn tượng/hình ảnh
317	734	77.37	兄弟	兄弟	xiōngdì	huynh đệ	huynh đệ/anh và em/em trai/chú em/cậu em/người anh em/anh em
318	737	76.98	培养	培養	péiyǎng	bồi dưỡng	bồi dưỡng/đào tạo/nuôi cấy/gây/gây dựng
319	738	76.92	训练	訓練	xùnliàn	huấn luyện	huấn luyện
320	739	76.88	事业	事業	shìyè	sự nghiệp	sự nghiệp/công cuộc/hành chính sự nghiệp
321	741	76.71	事实	事實	shìshí	sự thật	sự thật/sự thực
322	743	76.49	真实	真實	zhēnshí	chân thật	chân thật/chân thực
323	746	76.28	出版	出版	chūbǎn	xuất bản	xuất bản
324	749	76.05	立即	立即	lìjí	lập tức	lập tức/ngay
325	750	75.94	感谢	感謝	gǎnxiè	cảm tạ	cảm tạ/cảm ơn
326	752	75.78	周围	周圍	zhōuwéi	chu vi	chung quanh/chu vi/xung quanh
327	755	75.69	速度	速度	sùdù	tốc độ	tốc độ/mức độ nhanh chậm
328	757	75.66	理由	理由	lǐyóu	lý do	lý do/cớ
329	758	75.62	农村	農村	nóngcūn	nông thôn	nông thôn
330	759	75.47	优秀	優秀	yōuxìu	ưu tú	vĩ đại/ưu tú/xuất sắc
331	762	75.02	兴趣	興趣	xīngqù	hứng thú	hứng thú/thích thú
332	763	74.87	结构	結構	jiégōu	kết cấu	kết cấu/cấu hình/cơ cấu/cấu tạo/khung/giàn khung
333	764	74.87	关心	關心	guānxīn	quan tâm	quan tâm/lo lắng/trông nom/chú ý
334	767	74.49	业务	業務	yèwù	nghiệp vụ	nghiệp vụ
335	769	74.44	压力	壓力	yālì	áp lực	áp lực/lực nén/sức nén
336	770	74.43	分别	分別	fēnbié	phân biệt	phân biệt/ly biệt/chia tay/biệt ly/xa cách/bất đồng/khác nhau/chia nhau/phân công nhau
337	772	74.34	人才	人才	réncái	nhân tài	nhân tài/người có tài/đoan chính/đẹp đẽ/ra người/dễ coi
338	773	74.17	销售	銷售	xiāoshòu	tiêu thụ	tiêu thụ
339	783	72.84	参与	參與	cānyǔ	tham dự	tham dự/dự cuộc/tham gia
340	784	72.72	成立	成立	chénglì	thành lập	thành lập/lập/kiện lập/đứng vững được/trụ lại được/cố thủ được/củng cố/làm vững chắc/bảo vệ được
341	785	72.71	阶段	階段	jiēduàn	giai đoạn	giai đoạn/bước/trình tự
342	786	72.57	老婆	老婆	lǎopó	lão bà	lão bà/vợ
343	787	72.56	美女	美女	měinv̌	mỹ nữ	mỹ nữ/con gái đẹp
344	789	72.49	可爱	可愛	kěài	khả ái	đáng yêu/khả ái/dễ thương
345	790	72.47	小学	小學	xiǎoxué	tiểu học	tiểu học/bậc tiểu học
346	792	72.31	专门	專門	zhuānmén	chuyên môn	chuyên môn/đặc biệt/riêng biệt/chuyên biệt/chỉ/chuyên/sở trường/hay/thường
347	797	71.94	观点	觀點	guāndiǎn	quan điểm	quan điểm/điểm nhìn/quan điểm chính trị
348	799	71.77	读者	讀者	dúzhě	độc giả	độc giả/người đọc
349	801	71.64	便宜	便宜	biànyí	tiện nghi	tiện nghi/tiện lợi/tuỳ nghi/thuận tiện/rẻ/hời/lợi/bở/làm được lợi
350	803	71.59	家长	家長	jiācháng	gia trưởng	cha mẹ/gia trưởng/phụ huynh/người giám hộ
351	804	71.51	形象	形象	xíngxiàng	hình tượng	hình tượng/hình ảnh
352	805	71.5	公共	公共	gōnggòng	công cộng	công cộng/phổ biến/bình dân/cộng đồng
353	807	71.34	想象	想象	xiǎngxiàng	tưởng tượng	tưởng tượng/nghĩ ra/tưởng tượng ra
354	809	71.27	重点	重點	zhòngdiǎn	trọng điểm	trọng điểm/điểm tựa/điểm đặt/có trọng điểm
355	811	71.08	回忆	回憶	húiyì	hồi ức	nhớ lại/hồi ức/hồi tưởng/kỷ niệm
356	817	70.48	正确	正確	zhèngquè	chính xác	chính xác/đúng đắn
357	821	70.15	学员	學員	xuéyuán	học viên	đệ tử/học viên
358	823	70.09	演出	演出	yǎnchū	diễn xuất	diễn xuất
359	824	69.83	中央	中央	zhōngyāng	trung ương	trung ương/giữa/trung tâm/chính quyền trung ương/chỗ giữa
360	825	69.77	承认	承認	chéngrèn	thừa nhận	thừa nhận/chấp nhận/đồng ý/thú nhận/chấp thuận/công nhận
361	828	69.61	天下	天下	tiānxià	thiên hạ	thiên hạ/thế giới/quyền thống trị của nhà nước
362	829	69.59	动作	動作	dòngzuò	động tác	động tác/hoạt động/làm việc
363	830	69.59	报名	報名	bàomíng	báo danh	báo danh/đăng ký/ghi tên/đăng ký tham gia
364	831	69.51	群众	群眾	qúnzhòng	quần chúng	quần chúng
365	833	69.42	热情	熱情	rèqíng	nhiệt tình	nhiệt tình/niềm nở/nhiệt huyết/có nhiệt tình
366	834	69.34	利益	利益	lìyì	lợi ích	ích lợi/lợi ích/quyền lợi
367	837	69.12	宣传	宣傳	xuānchuán	tuyên truyền	tuyên truyền
368	838	69.02	弟弟	弟弟	dìdì	đệ đệ	đệ đệ/em trai/em/đệ
369	839	69.02	积极	積極	jījí	tích cực	tích cực/hăng hái/tiến thủ/nhiệt tâm
370	841	68.77	人民币	人民幣	rénmínbì	nhân dân tệ	nhân dân tệ
371	843	68.56	拒绝	拒絕	jùjué	cự tuyệt	cự tuyệt/từ chối/khước từ
372	844	68.55	女性	女性	nv̌xìng	nữ tính	nữ tính/phụ nữ
373	847	68.39	增长	增長	zēngcháng	tăng trưởng	tăng trưởng/nâng cao/tăng thêm/tăng lên
374	850	67.86	西方	西方	xīfāng	tây phương	phương Tây/phương tây/phía tây/Tây Phương
375	851	67.85	确定	確定	quèdìng	xác định	xác định/khẳng định/làm cho xác định
376	852	67.79	范围	範圍	fànwéi	phạm vi	phạm vi/hạn chế/giới hạn
377	853	67.78	的确	的確	dequè	đích xác	đích xác/đích thực/hoàn toàn chính xác/quả thực/quả là
378	857	67.34	独立	獨立	dúlì	độc lập	độc lập/lẻ loi/đứng một mình/tách ra/không lệ thuộc/không phụ thuộc
379	858	67.33	本身	本身	běnshēn	bản thân	thân mình/bản thân/ta/mình/chính mình
380	859	67.31	丰富	豐富	fēngfù	phong phú	phong phú/dồi dào/nhiều/dư dật/làm giàu thêm/làm phong phú
381	861	67.25	民主	民主	mínzhǔ	dân chủ	dân chủ
382	865	67.03	干部	幹部	gānbù	cán bộ	cán bộ/công nhân viên chức
383	869	66.86	统一	統一	tǒngyī	thống nhất	thống nhất/nhất trí/chỉnh thể/đơn nhất
384	873	66.49	主席	主席	zhǔxí	chủ tịch	chủ tịch/người chủ trì hội nghị
385	874	66.44	方便	方便	fāngbiàn	phương tiện	phương tiện/thuận tiện/thuận lợi/làm cho thuận tiện/làm cho tiện lợi/tiện/giàu có/dồi dào/dư dật/đại tiểu tiện
386	875	66.38	同事	同事	tóngshì	đồng sự	đồng sự/bạn đồng sự/người cùng làm việc với nhau/đồng nghiệp/làm chung/làm việc chung/làm việc với nhau/cùng làm việc
387	876	66.37	表情	表情	biǎoqíng	biểu tình	biểu tình/vẻ mặt/diễn cảm/biểu cảm/diễn xuất/nét mặt/biểu lộ tình cảm
388	878	66.23	最高	最高	zùigāo	tối cao	cao nhất/tối cao
389	882	65.92	反应	反應	fǎnyìng	phản ứng	phản ứng/phản ứng hoá học/phản ứng thuốc/tác dụng phụ/hiệu quả
390	884	65.82	动物	動物	dòngwù	động vật	động vật/loài vật/thú vật
391	888	65.6	特点	特點	tèdiǎn	đặc điểm	đặc điểm
392	892	65.34	将来	將來	jiānglái	tương lai	tương lai/sau này/mai sau
393	894	65.15	颜色	顏色	yánsè	nhan sắc	nhan sắc/màu sắc/cho biết tay/màu/thuốc nhuộm
394	898	64.62	适合	適合	shìhé	thích hợp	thích hợp/phù hợp/hợp
395	900	64.49	创造	創造	chuàngzào	sáng tạo	sáng tạo/tạo ra/lập/đặt ra/tạo nên/tạo thành
396	901	64.37	总统	總統	zǒngtǒng	tổng thống	tổng thống
397	904	64.3	死亡	死亡	sǐwáng	tử vong	tử vong/chết/bỏ mạng
398	905	64.18	特殊	特殊	tèshū	đặc thù	đặc thù/đặc biệt
399	906	64.13	反对	反對	fǎndùi	phản đối	phản đối/không tán thành/không đồng ý
400	908	64.04	兴奋	興奮	xīngfèn	hưng phấn	hưng phấn/phấn khởi/hăng hái/làm cho phấn chấn/kích thích
401	911	63.98	竞争	競爭	jìngzhēng	cạnh tranh	cạnh tranh/đua tranh/ganh đua
402	912	63.92	地位	地位	dìwèi	địa vị	địa vị/nơi/chỗ/vị trí
403	913	63.89	理想	理想	lǐxiǎng	lý tưởng	lý tưởng/ước vọng/hy vọng/tốt
404	917	63.69	怀疑	懷疑	huáiyí	hoài nghi	hoài nghi/nghi/ngờ/ngờ vực/nghi ngờ/không tin tưởng/đoán/đoán chừng
405	918	63.68	感动	感動	gǎndòng	cảm động	cảm động/xúc động/làm cảm động/làm xúc động/làm rung động
406	919	63.68	版权	版權	bǎnquán	bản quyền	bản quyền/tác quyền/quyền tác giả/copyright
407	923	63.56	土地	土地	tǔdì	thổ địa	thổ địa/ruộng đất/ruộng nương/cương vực/đất đai/thổ thần/thổ công
408	925	63.47	答应	答應	dáyìng	đáp ứng	đáp ứng/đáp lại/trả lời/bằng lòng/đồng ý/ưng thuận
409	926	63.47	中学	中學	zhōngxué	trung học	trung học/giáo dục trung học
410	930	63.37	制作	製作	zhìzuò	chế tác	chế tác/chế tạo/chế ra/làm ra
411	932	63.36	调整	調整	diàozhěng	điều chỉnh	điều chỉnh/điều hoà
412	936	63.09	反映	反映	fǎnyìng	phản ánh	phản ánh/miêu tả/báo cáo/phản ứng
413	941	62.96	恢复	恢復	hūifù	khôi phục	khôi phục/bình phục/thu hồi/phục hồi/lấy lại/giành lại
414	946	62.68	接触	接觸	jiēhóng	tiếp xúc	tiếp xúc/kề nhau/gần nhau/giao thiệp/qua lại/đi lại/va chạm/chạm trán
415	947	62.56	危险	危險	wēixiǎn	nguy hiểm	nguy hiểm/nguy cơ/có khả năng thất bại/tổn thất/mối nguy
416	956	61.83	外国	外國	wàiguó	ngoại quốc	ngoại quốc/nước ngoài
417	957	61.83	治疗	治療	zhìliáo	trị liệu	trị liệu/điều trị/chữa bệnh
418	958	61.83	学院	學院	xuéyuàn	học viện	học viện
419	959	61.82	设备	設備	shèbèi	thiết bị	thiết bị/dụng cụ/trang bị
420	960	61.81	显然	顯然	xiǎnrán	hiển nhiên	hiển nhiên/rõ ràng/dễ nhận thấy
421	961	61.58	答案	答案	dáàn	đáp án	đáp án/câu trả lời/lời giải
422	962	61.57	表演	表演	biǎoyǎn	biểu diễn	biểu diễn/diễn/trình diễn/trình bày/phô bày/trưng bày/làm mẫu/làm động tác mẫu/thao diễn/thực hiện
423	963	61.55	吸引	吸引	xīyǐn	hấp dẫn	hấp dẫn/thu hút
424	965	61.51	男生	男生	nánshēng	nam sinh	nam sinh/học sinh nam
425	967	61.41	转载	轉載	zhuǎnzài	chuyển tải	đăng lại/in lại/chuyển tải
426	970	61.31	人士	人士	rénshì	nhân sĩ	nhân sĩ
427	971	61.22	全球	全球	quánqíu	toàn cầu	toàn cầu/toàn thế giới
428	972	61.0	男子	男子	nánzǐ	nam tử	nam tử/đàn ông/nam giới
429	974	60.73	弟子	弟子	dìzǐ	đệ tử	đệ tử/đồ đệ/học sinh
430	976	60.71	爷爷	爺爺	yéyé	gia gia	ông nội/gia gia/ông
431	977	60.67	集中	集中	jízhōng	tập trung	tập trung/tập hợp
432	979	60.43	特色	特色	tèsè	đặc sắc	đặc sắc
433	980	60.13	机构	機構	jīgōu	cơ cấu	cơ cấu/máy/đơn vị/cơ quan/tổ chức nội bộ/tổ chức bên trong/cơ cấu bên trong/cơ cấu nội bộ
434	981	60.1	概念	概念	gàiniàn	khái niệm	khái niệm/quan niệm/ý niệm/nhận thức
435	983	60.08	地点	地點	dìdiǎn	địa điểm	địa điểm/nơi/chỗ
436	985	59.97	距离	距離	jùlí	cự ly	khoảng cách/cự ly/cách
437	986	59.96	有效	有效	yǒuxiào	hữu hiệu	hữu hiệu/hiệu quả/hiệu nghiệm
438	988	59.89	始终	始終	shǐzhōng	thủy chung	thủy chung/từ đầu đến cuối/trước sau
439	990	59.84	必要	必要	bìyào	tất yếu	tất yếu/cần phải/cần thiết/thiết yếu/không thể thiếu/không thể khác/vật cần thiết/điều cần thiết
440	993	59.77	出口	出口	chūkǒu	xuất khẩu	nói ra/xuất khẩu/ra khỏi miệng/mở miệng/nói/ra cảng/cửa ra/lối ra/đều theo nghĩa ấy cả
441	994	59.73	数学	數學	shùxué	số học	toán học/số học/toán
442	996	59.59	风格	風格	fēnggé	phong cách	phong cách/tác phong
443	1001	59.27	原则	原則	yuánzé	nguyên tắc	nguyên tắc/đại thể/cơ bản
444	1004	59.02	文明	文明	wénmíng	văn minh	văn minh/nền văn minh/nếp sống mới/hiện đại/thời xưa chỉ mang màu sắc hiện đại của Phương tây
445	1006	58.94	对面	對面	dùimiàn	đối diện	đối diện/trước mặt/phía trước/mặt đối mặt/gặp mặt/giáp mặt/đối mặt/ba mặt một lời
